"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0,44.6459292277089,0.213143370126881,"TTC34",0
"OK",0,46.9112791411099,0.231323077553263,"GPR153",0
"OK",0,56.1680324464312,0.304214835178862,"RAP1GAP",0
"OK",0,65.6160694530569,0.360313007005387,"RPL11",0
"OK",0,47.5596088627947,0.229349691135999,"PTPRU",0
"OK",0,56.304869644992,0.308636658948267,"RNF220",0
"OK",0,78.594558428808,0.432249448850352,"RPS8",0
"OK",0,39.5561696100596,0.21356078664964,"PLPP3",0
"OK",0,52.0407080107878,0.284469009758631,"DNAJC6",0
"OK",0,39.0886628577852,0.215026092591529,"PDE4B",0
"OK",0,69.52747742013,0.379511532706949,"LRRC7",0
"OK",0,60.4832990363656,0.330048860342535,"NEGR1",0
"OK",0,77.5188932122436,0.422511666914825,"AK5",0
"OK",0,43.3526637149214,0.234565905348327,"ADGRL2",0
"OK",0,62.4244551222182,0.340303975981671,"TTLL7",0
"OK",0,42.9641667555823,0.21956629940006,"SYDE2",0
"OK",0,58.3536289290167,0.321030915150386,"DPYD",0
"OK",0,46.9600941541217,0.245089794979573,"ENSG00000290126",0
"OK",0,40.9600141841036,0.208947291826307,"PDZK1",0
"OK",0,96.1990584146505,0.529094166073287,"RPS27",0
"OK",0,60.6654946854601,0.318800381047562,"LMNA",0
"OK",0,46.0446822701048,0.246046906929504,"CACNA1E",0
"OK",0,42.5255133596972,0.228189679866801,"BRINP3",0
"OK",0,39.3751612658669,0.200515930393355,"RAB7B",0
"OK",0,43.1905357230472,0.20620255040404,"SPATA17",0
"OK",0,44.3840270434955,0.240911190724676,"RYR2",0
"OK",0,53.3728349071676,0.290339456427449,"FMN2",0
"OK",0,64.3017004302811,0.307119978163473,"ENSG00000236760",0
"OK",0,42.9096841851886,0.230051794635913,"VSNL1",0
"OK",0,72.9644099173811,0.381409263981745,"GALNT14",0
"OK",0,44.9308999729874,0.20219514685252,"ENSG00000286415",0
"OK",0,81.6714848359269,0.447667924561021,"NRXN1",0
"OK",0,74.480700323802,0.409714448536373,"RPS27A",0
"OK",0,39.1604930182532,0.203134450892615,"EFEMP1",0
"OK",0,70.9473764411851,0.368659675450051,"ENSG00000287172",0
"OK",0,39.0805375103083,0.210385669428968,"LRRTM4",0
"OK",0,76.0727188000754,0.414436701823528,"ENSG00000227088",0
"OK",0,62.4763016705908,0.340003564969671,"CTNNA2",0
"OK",0,58.5146182693321,0.321393409893404,"TMSB10",0
"OK",0,89.9059274235467,0.494465688631282,"RPL31",0
"OK",0,72.3209026313835,0.392177665054762,"DPP10",0
"OK",0,52.8014702136106,0.290524355320537,"TMEM163",0
"OK",0,71.0807047575995,0.389039445503002,"LRP1B",0
"OK",0,47.5546290560297,0.258895447534955,"NR4A2",0
"OK",0,65.5068874476739,0.35384765520269,"SLC4A10",0
"OK",0,46.2252198743283,0.224538771747971,"FAP",0
"OK",0,65.3199059425781,0.35148182621475,"KCNH7",0
"OK",0,84.7576733315248,0.454433306364164,"SCN2A",0
"OK",0,54.6169984724406,0.298278636661109,"CHN1",0
"OK",0,69.6738957614451,0.355998358313394,"ENSG00000287149",0
"OK",0,73.5751377258661,0.387156959811976,"ZNF385B",0
"OK",0,69.4434359663159,0.379274576427649,"PDE1A",0
"OK",0,46.5474563360589,0.254356154162937,"TMEFF2",0
"OK",0,40.0521359440588,0.218020676403307,"HECW2",0
"OK",0,58.9865335513686,0.318297751061067,"ADAM23",0
"OK",0,43.539152699334,0.237407260261417,"MAP2",0
"OK",0,59.9403500775378,0.327673843063596,"ERBB4",0
"OK",0,82.2662134346164,0.452978591848734,"RPL37A",0
"OK",0,84.341320761944,0.464537479924753,"SLC11A1",0
"OK",0,51.5428613394448,0.269112930018823,"IQCA1",0
"OK",0,45.4363753582799,0.226730739468959,"PASK",0
"OK",0,58.1096586186483,0.314785811550071,"CNTN4",0
"OK",0,76.8207307437873,0.421609495405904,"RPL32",0
"OK",0,39.0833544195477,0.211528652144913,"KCNH8",0
"OK",0,48.6642762941474,0.264911677739311,"ARPP21",0
"OK",0,41.0631624301294,0.223402194152932,"MOBP",0
"OK",0,57.9795975612246,0.315618072462374,"CACNA2D3",0
"OK",0,44.0299744255052,0.241921241663949,"ERC2",0
"OK",0,81.002749804514,0.438824858287191,"CADPS",0
"OK",0,101.306640189916,0.550215914080621,"SYNPR",0
"OK",0,40.1909281871839,0.213695010144255,"ROBO2",0
"OK",0,122.391457095015,0.671790760784786,"CADM2",0
"OK",0,127.002215662513,0.696560452781027,"LSAMP",0
"OK",0,83.957057057391,0.457084916055642,"LINC03051",0
"OK",0,95.368616359641,0.519135060711329,"KALRN",0
"OK",0,47.278844519372,0.256298081901022,"CPNE4",0
"OK",0,41.6095177824144,0.228945481284168,"P2RY12",0
"OK",0,51.7842446337811,0.264930809982156,"ZBBX",0
"OK",0,73.4103265946156,0.386248851269497,"WDR49",0
"OK",0,101.20729997145,0.554032012601677,"NLGN1",0
"OK",0,47.23899529089,0.254992104058912,"NDUFB5",0
"OK",0,43.7620655938883,0.238856862703904,"PEX5L",0
"OK",0,46.3421138730197,0.251936985564153,"FGF12",0
"OK",0,41.1735317047273,0.212469853658113,"ENSG00000283183",0
"OK",0,168.257081794158,0.916055790489076,"KCNIP4",0
"OK",0,51.4849209817407,0.273155559948608,"NWD2",0
"OK",0,66.2078692681278,0.362499058124437,"GABRB1",0
"OK",0,63.6794962057557,0.34894210651134,"ADGRL3",0
"OK",0,52.8587667184387,0.276800571546086,"SHROOM3",0
"OK",0,60.3516014747833,0.314757050465262,"FRAS1",0
"OK",0,48.2404223550331,0.264327428560311,"MAPK10",0
"OK",0,48.1889105200684,0.264056272469534,"SPARCL1",0
"OK",0,50.890995123941,0.278240608433573,"CCSER1",0
"OK",0,72.6617379702817,0.398097887061848,"UNC5C",0
"OK",0,43.7153461849858,0.208679269786541,"ENSG00000263923",0
"OK",0,40.1810739623536,0.21345385315359,"ETNPPL",0
"OK",0,47.4494980968912,0.255699006880288,"UGT8",0
"OK",0,52.8210288043706,0.278068810331307,"LINC01378",0
"OK",0,54.9224022945951,0.287968643794929,"PCDH10-DT",0
"OK",0,42.237371780897,0.230054512313029,"HHIP",0
"OK",0,50.4468747943899,0.276436538885889,"RPS3A",0
"OK",0,50.7852148304453,0.278270180489474,"TRIM2",0
"OK",0,55.794238933106,0.306029495677741,"TMEM144",0
"OK",0,87.6322245478493,0.46328093987013,"RXFP1",0
"OK",0,78.5623315741377,0.430531547998561,"SPOCK3",0
"OK",0,100.572027359752,0.549491622435001,"GPM6A",0
"OK",0,42.8049406710887,0.21957885021103,"ENSG00000287083",0
"OK",0,38.7009605219177,0.212603116060609,"ACSL1",0
"OK",0,110.811086066418,0.596034742206643,"SORBS2",0
"OK",0,41.156269425888,0.216818014867081,"F11-AS1",0
"OK",0,79.5405314111071,0.425666881090685,"CTNND2",0
"OK",0,43.1979884073504,0.235348747415719,"FBXL7",0
"OK",0,64.6670694285446,0.345237939695869,"CDH12",0
"OK",0,50.9374513213001,0.273506414892872,"CDH10",0
"OK",0,44.1730650717217,0.243185514548874,"SLC1A3",0
"OK",0,55.1555471751969,0.302604299463056,"RPL37",0
"OK",0,45.0896617977033,0.234548817950597,"ENSG00000286314",0
"OK",0,46.9110859030334,0.247062697256497,"FAM169A",0
"OK",0,58.5924725993104,0.320953936196911,"RPS23",0
"OK",0,44.3070527429346,0.242476718559795,"EDIL3",0
"OK",0,56.6210854040117,0.301388884718413,"ENSG00000271904",0
"OK",0,71.5857854054082,0.388845049416776,"ADGRV1",0
"OK",0,43.1634762878744,0.229949157224742,"EFNA5",0
"OK",0,47.3978938592963,0.258869055940005,"SPOCK1",0
"OK",0,90.6442805033235,0.487363178635634,"KCTD16",0
"OK",0,94.200004706881,0.517558308716647,"PPP2R2B",0
"OK",0,41.2508651225289,0.223971952192678,"CAMK2A",0
"OK",0,49.2247671643396,0.271044378253974,"CD74",0
"OK",0,41.7111741976984,0.229415527369112,"RPS14",0
"OK",0,49.5854215132706,0.267154144813409,"ENSG00000286749",0
"OK",0,49.2389057554153,0.268720309958127,"SGCD",0
"OK",0,59.7216881186988,0.328756335322029,"ENSG00000249738",0
"OK",0,58.6008255860792,0.318083323399132,"TENM2",0
"OK",0,42.3694522179329,0.233180791423006,"DUSP1",0
"OK",0,41.8968236769893,0.200007866076583,"MRNIP-DT",0
"OK",0,55.7294612728507,0.306452902914327,"CD83",0
"OK",0,48.8239040420007,0.251753350640032,"ENSG00000287559",0
"OK",0,39.2726663777482,0.206961158608698,"KIAA0319",0
"OK",0,39.1869528007898,0.191988000522195,"LARRPM",0
"OK",0,72.3943558475479,0.382304629260246,"TRIM39",0
"OK",0,49.419191652004,0.262479743417768,"ATP6V1G2",0
"OK",0,45.6703397225617,0.251279449870224,"AIF1",0
"OK",0,50.8356801578074,0.27964242260401,"HLA-DRA",0
"OK",0,38.6892778847573,0.212238556897109,"HLA-DQA1",0
"OK",0,42.5030540995192,0.233511054562697,"HLA-DPB1",0
"OK",0,79.4429352579866,0.436175914675847,"RPS18",0
"OK",0,39.0477553249779,0.214158261875705,"RPS10",0
"OK",0,39.6256774818506,0.217801639568845,"RPL10A",0
"OK",0,71.1929039666964,0.391836607371198,"FKBP5",0
"OK",0,39.8569126097455,0.212392774101812,"CPNE5",0
"OK",0,39.073347046318,0.206100698509022,"PI16",0
"OK",0,58.9721183366206,0.322076998365865,"KHDRBS2",0
"OK",0,55.6274983461382,0.306021415988178,"ADGRB3",0
"OK",0,43.4036977814156,0.226421324279139,"COL19A1",0
"OK",0,50.2556739745487,0.271329081134596,"RIMS1",0
"OK",0,49.1437347329293,0.26861270597578,"KCNQ5",0
"OK",0,59.4162655291351,0.326651057484097,"EEF1A1",0
"OK",0,52.6870318595447,0.286671297639962,"FUT9",0
"OK",0,52.7106202487308,0.288559558992086,"KLHL32",0
"OK",0,38.7229676370683,0.199727239703184,"WASF1",0
"OK",0,59.3095259997453,0.313051013772417,"DDO",0
"OK",0,69.0979002394413,0.378074689791584,"NKAIN2",0
"OK",0,76.0994386170872,0.417759471048456,"PTPRK",0
"OK",0,41.8127545802429,0.229061397013632,"RPS12",0
"OK",0,44.7561423060876,0.244937987101963,"MAP7",0
"OK",0,39.4196915911781,0.190489490260397,"ZC2HC1B",0
"OK",0,45.508249828671,0.204843968906114,"ENSG00000272848",0
"OK",0,38.5486095549453,0.204271763267512,"TSPAN13",0
"OK",0,39.4002366223152,0.188074622490363,"STK31",0
"OK",0,43.0432251115345,0.233231118934703,"CREB5",0
"OK",0,61.7631813203938,0.338305232410656,"PDE1C",0
"OK",0,80.0631672545255,0.428791519039358,"BMPER",0
"OK",0,39.619589675552,0.211643309194848,"GLI3",0
"OK",0,108.044182901527,0.592758822921943,"MAGI2",0
"OK",0,44.2920285997593,0.241199622596868,"CACNA2D1",0
